relative_image_path,class_index,brand,model,brand_id,model_id,year,viewpoint,image_type,x_min,y_min,x_max,y_max
139/1639/2013/1e49b4f8f4c434.jpg,0,Acura,ILX,139,1639,2013,5,1,30,181,790,564
139/1639/2013/eb75dbe9cfdd01.jpg,0,Acura,ILX,139,1639,2013,4,1,18,39,774,424
139/1639/2013/fadb5a315e6663.jpg,0,Acura,ILX,139,1639,2013,5,1,97,173,825,564
139/1639/2015/d2ab336e7971f3.jpg,0,Acura,ILX,139,1639,2015,3,1,84,221,714,450
139/1639/2013/f5fc17792eb972.jpg,0,Acura,ILX,139,1639,2013,5,1,31,231,767,547
139/1639/2013/4e7815f70d0f86.jpg,0,Acura,ILX,139,1639,2013,5,1,41,239,752,491
139/1639/2013/f746e6b5b97426.jpg,0,Acura,ILX,139,1639,2013,5,1,98,201,717,492
139/1639/2013/ef58ccdc0b0c83.jpg,0,Acura,ILX,139,1639,2013,4,1,145,223,764,536
139/1639/2015/081ff32b5f84f7.jpg,0,Acura,ILX,139,1639,2015,4,1,29,114,777,498
139/1639/2015/9bbcd153ece870.jpg,0,Acura,ILX,139,1639,2015,5,1,22,160,784,462
139/1639/2013/7de14bf847bc74.jpg,0,Acura,ILX,139,1639,2013,4,1,90,244,721,522
139/1639/2013/d414535523aca7.jpg,0,Acura,ILX,139,1639,2013,5,1,140,183,644,517
139/1639/2013/f09ec7d9db7e85.jpg,0,Acura,ILX,139,1639,2013,2,1,139,95,646,489
139/1639/2013/53c4a33ce5a10a.jpg,0,Acura,ILX,139,1639,2013,3,1,148,327,655,497
139/1639/2013/2bd1a316caaee6.jpg,0,Acura,ILX,139,1639,2013,4,1,116,168,678,455
139/1639/2013/ae6e3c7fbb2dff.jpg,0,Acura,ILX,139,1639,2013,5,1,43,59,743,384
139/1639/2013/e1a207dd294965.jpg,0,Acura,ILX,139,1639,2013,5,1,106,201,796,552
139/1639/2015/195822a589b555.jpg,0,Acura,ILX,139,1639,2015,4,1,21,164,775,468
139/1639/2013/91618f944f6b56.jpg,0,Acura,ILX,139,1639,2013,4,1,23,243,759,534
139/1639/2013/b5de79a2705bb2.jpg,0,Acura,ILX,139,1639,2013,5,1,100,197,737,477
139/1639/2013/1d607a1f2e7120.jpg,0,Acura,ILX,139,1639,2013,5,1,44,219,752,495
139/1639/2013/ac80079be821c9.jpg,0,Acura,ILX,139,1639,2013,4,1,124,219,713,472
139/1639/2015/26cd9d87803dfc.jpg,0,Acura,ILX,139,1639,2015,2,1,191,109,594,418
139/1639/2015/9b9fe61ad08efb.jpg,0,Acura,ILX,139,1639,2015,5,1,123,153,710,482
139/1639/2013/192ca811c5a146.jpg,0,Acura,ILX,139,1639,2013,5,1,84,219,698,492
139/1639/2013/074a023257e161.jpg,0,Acura,ILX,139,1639,2013,3,1,121,284,728,484
139/1639/2013/d29779220c6965.jpg,0,Acura,ILX,139,1639,2013,5,1,146,218,731,491
139/1639/2013/c6112f85aab520.jpg,0,Acura,ILX,139,1639,2013,2,1,95,96,676,534
139/1639/2013/441bf60e337b48.jpg,0,Acura,ILX,139,1639,2013,4,1,169,230,768,545
139/1639/2013/d4800657eca8af.jpg,0,Acura,ILX,139,1639,2013,5,1,102,214,813,526
139/1639/2013/330bd3d5dbc8d5.jpg,0,Acura,ILX,139,1639,2013,4,1,102,205,667,467
139/1639/2013/9251e8a19360c1.jpg,0,Acura,ILX,139,1639,2013,4,1,95,223,731,507
139/1639/2013/73e5d53cc62396.jpg,0,Acura,ILX,139,1639,2013,4,1,31,251,776,544
139/1639/2013/8d6bcbcc90f6d9.jpg,0,Acura,ILX,139,1639,2013,4,1,112,260,699,524
139/1639/2013/b238260a5c18a7.jpg,0,Acura,ILX,139,1639,2013,4,1,188,359,682,567
139/1639/2013/6f1c0879a108f5.jpg,0,Acura,ILX,139,1639,2013,3,1,120,266,753,468
139/1639/2013/b43934c4000262.jpg,0,Acura,ILX,139,1639,2013,2,1,31,2,766,567
139/1639/2013/59f833b2d0227e.jpg,0,Acura,ILX,139,1639,2013,3,1,110,286,795,506
139/1639/2013/aa52959ae97f34.jpg,0,Acura,ILX,139,1639,2013,4,1,79,229,726,485
139/1639/2013/6c4bed325896ab.jpg,0,Acura,ILX,139,1639,2013,5,1,42,277,765,555
139/1639/2013/a9cabb9f7a6691.jpg,0,Acura,ILX,139,1639,2013,5,1,72,285,705,557
139/1639/2013/9fed8a0edcfedc.jpg,0,Acura,ILX,139,1639,2013,4,1,44,244,737,496
139/1639/2013/d07c48dffe440f.jpg,0,Acura,ILX,139,1639,2013,1,1,36,47,789,567
139/1639/2013/3765843a3b10d7.jpg,0,Acura,ILX,139,1639,2013,3,1,36,272,761,510
139/1639/2013/b11464cc5edc3b.jpg,0,Acura,ILX,139,1639,2013,3,1,82,239,827,490
139/1639/2013/b13f2656134e56.jpg,0,Acura,ILX,139,1639,2013,3,1,47,253,764,487
139/1639/2013/3e2c8970ac4b31.jpg,0,Acura,ILX,139,1639,2013,4,1,30,226,761,487
139/1639/2013/7202867add71b5.jpg,0,Acura,ILX,139,1639,2013,4,1,101,316,706,511
139/1639/2015/2a77fedd0dc271.jpg,0,Acura,ILX,139,1639,2015,4,1,167,207,630,442
139/1639/2015/c3cc05175d311e.jpg,0,Acura,ILX,139,1639,2015,4,1,98,143,707,472
139/1639/2013/3f9d40168a6c33.jpg,0,Acura,ILX,139,1639,2013,1,1,106,122,662,506
139/1639/2013/18fa787f3ad354.jpg,0,Acura,ILX,139,1639,2013,3,1,64,159,774,425
139/1639/2013/a09cab495ee63b.jpg,0,Acura,ILX,139,1639,2013,4,1,25,256,782,540
139/1639/2013/f2d2750cd7b5e1.jpg,0,Acura,ILX,139,1639,2013,5,1,50,67,751,392
139/1639/2013/322a8c04b3f216.jpg,0,Acura,ILX,139,1639,2013,5,1,28,245,778,537
139/1639/2013/8786054066c634.jpg,0,Acura,ILX,139,1639,2013,4,1,137,266,790,537
139/1639/2015/e8d97276679466.jpg,0,Acura,ILX,139,1639,2015,3,1,13,161,788,415
139/1639/2013/745293dcc117b0.jpg,0,Acura,ILX,139,1639,2013,5,1,47,197,764,483
139/1639/2013/099b763d1a02f8.jpg,0,Acura,ILX,139,1639,2013,4,1,40,245,751,496
139/1639/2015/5e72f9e52b0892.jpg,0,Acura,ILX,139,1639,2015,1,1,28,29,775,537
139/1639/2013/cabc092454f0ae.jpg,0,Acura,ILX,139,1639,2013,1,1,225,81,846,598
139/1639/2013/cbb766840a7173.jpg,0,Acura,ILX,139,1639,2013,1,1,187,174,724,550
139/1639/2013/6c36871f5339c5.jpg,0,Acura,ILX,139,1639,2013,5,1,21,247,781,560
139/1639/2013/7bece743673fce.jpg,0,Acura,ILX,139,1639,2013,5,1,58,183,725,512
139/1639/2013/6c483c63dfd390.jpg,0,Acura,ILX,139,1639,2013,4,1,98,188,813,527
139/1639/2013/204f27a27cbbd6.jpg,0,Acura,ILX,139,1639,2013,4,1,37,151,741,498
139/1639/2013/cc5a0057454d61.jpg,0,Acura,ILX,139,1639,2013,4,1,31,230,757,484
139/1639/2013/2a8612627b39ff.jpg,0,Acura,ILX,139,1639,2013,4,1,124,184,710,453
139/1639/2013/a28917c54da30a.jpg,0,Acura,ILX,139,1639,2013,4,1,52,157,755,535
139/1639/2013/185ffd2575c55f.jpg,0,Acura,ILX,139,1639,2013,5,1,41,191,761,493
139/1639/2013/5937545a1536df.jpg,0,Acura,ILX,139,1639,2013,4,1,50,304,651,557
139/1639/2013/79160d286804bb.jpg,0,Acura,ILX,139,1639,2013,5,1,119,197,707,484
139/1639/2013/7ba927db8ef777.jpg,0,Acura,ILX,139,1639,2013,1,1,193,228,611,530
139/1639/2013/23b59e7f2770da.jpg,0,Acura,ILX,139,1639,2013,5,1,145,258,700,524
139/1639/2013/7fda1849b8875d.jpg,0,Acura,ILX,139,1639,2013,5,1,46,294,756,532
139/1639/2015/3c43f4684b8b0a.jpg,0,Acura,ILX,139,1639,2015,5,1,135,124,707,448
139/1639/2015/a2515392587362.jpg,0,Acura,ILX,139,1639,2015,5,1,20,157,781,457
139/1639/2015/ed4174cc51a697.jpg,0,Acura,ILX,139,1639,2015,5,1,57,295,606,539
139/1639/2015/357e86584eba7d.jpg,0,Acura,ILX,139,1639,2015,5,1,109,207,721,446
139/1639/2013/325664132ce9f1.jpg,0,Acura,ILX,139,1639,2013,2,1,193,149,626,484
139/1639/2013/ec490e3b23b75b.jpg,0,Acura,ILX,139,1639,2013,5,1,35,219,764,497
139/1639/2013/76cb4991c9f51c.jpg,0,Acura,ILX,139,1639,2013,4,1,117,345,713,565
139/1639/2015/644bff35e92dfe.jpg,0,Acura,ILX,139,1639,2015,5,1,89,124,711,461
139/1639/2013/329706b40277f2.jpg,0,Acura,ILX,139,1639,2013,4,1,45,200,703,501
139/1640/2014/693184fc8ae248.jpg,1,Acura,MDX,139,1640,2014,4,1,138,272,410,395
139/1640/2014/ab1451430d805f.jpg,1,Acura,MDX,139,1640,2014,4,1,149,154,723,494
139/1640/2014/8a3ff0960d203f.jpg,1,Acura,MDX,139,1640,2014,5,1,105,207,684,564
139/1640/2011/e5e9aa85270f4b.jpg,1,Acura,MDX,139,1640,2011,1,1,107,85,794,616
139/1640/2013/623735312d2398.jpg,1,Acura,MDX,139,1640,2013,3,1,21,221,775,507
139/1640/2014/d14e72d2d7c333.jpg,1,Acura,MDX,139,1640,2014,2,1,186,112,733,559
139/1640/2014/5092658862c3d1.jpg,1,Acura,MDX,139,1640,2014,3,1,239,343,589,471
139/1640/2008/e4d2629bf35651.jpg,1,Acura,MDX,139,1640,2008,4,1,62,156,833,581
139/1640/2014/e061092879630e.jpg,1,Acura,MDX,139,1640,2014,1,1,81,27,726,557
139/1640/2014/6dc6057033b9fc.jpg,1,Acura,MDX,139,1640,2014,5,1,13,147,896,578
139/1640/2008/11b2288b446739.jpg,1,Acura,MDX,139,1640,2008,3,1,40,196,881,545
139/1640/2014/78528f0d71b505.jpg,1,Acura,MDX,139,1640,2014,3,1,29,197,755,503
139/1640/2014/a34f287880d684.jpg,1,Acura,MDX,139,1640,2014,1,1,163,135,753,594
139/1640/2008/0aa919fe2007e6.jpg,1,Acura,MDX,139,1640,2008,3,1,56,132,829,591
139/1640/2014/e50e8ec86aa5dd.jpg,1,Acura,MDX,139,1640,2014,4,1,42,258,758,545
139/1640/2008/868d6073f0bcd7.jpg,1,Acura,MDX,139,1640,2008,4,1,11,57,854,618
139/1640/2014/0aae05db4fed4b.jpg,1,Acura,MDX,139,1640,2014,2,1,125,75,656,532
139/1640/2011/eebc342c0dd599.jpg,1,Acura,MDX,139,1640,2011,5,1,80,162,865,578
139/1640/2014/210a162905f76c.jpg,1,Acura,MDX,139,1640,2014,4,1,51,229,770,536
139/1640/2014/e7fa12be45f395.jpg,1,Acura,MDX,139,1640,2014,4,1,112,166,692,472
139/1640/2013/730c9ad97fbe61.jpg,1,Acura,MDX,139,1640,2013,3,1,37,241,778,521
139/1640/2014/0d6344ac62f054.jpg,1,Acura,MDX,139,1640,2014,5,1,121,139,787,558
139/1640/2008/f46964379b0ce5.jpg,1,Acura,MDX,139,1640,2008,5,1,51,161,778,612
139/1640/2013/d72bc4f0656c1b.jpg,1,Acura,MDX,139,1640,2013,1,1,75,32,728,551
139/1640/2014/0b10ddc2e1c159.jpg,1,Acura,MDX,139,1640,2014,4,1,39,272,590,525
139/1640/2014/d65e72722ff78e.jpg,1,Acura,MDX,139,1640,2014,5,1,55,164,869,607
139/1640/2010/0e0f85fc71a60b.jpg,1,Acura,MDX,139,1640,2010,1,1,86,41,789,591
139/1640/2008/e175b5453ef593.jpg,1,Acura,MDX,139,1640,2008,5,1,67,81,857,612
139/1640/2014/f97b26e0ec80e5.jpg,1,Acura,MDX,139,1640,2014,3,1,84,202,817,482
139/1640/2014/78c8ff7e1feddb.jpg,1,Acura,MDX,139,1640,2014,4,1,158,325,492,491
139/1640/2011/3e092480d63335.jpg,1,Acura,MDX,139,1640,2011,5,1,68,149,837,585
139/1640/2010/001052afd2b96b.jpg,1,Acura,MDX,139,1640,2010,1,1,120,154,751,567
139/1640/2014/c5c07f6ea11e4a.jpg,1,Acura,MDX,139,1640,2014,3,1,78,254,835,523
139/1640/2008/fc20c043f11005.jpg,1,Acura,MDX,139,1640,2008,3,1,48,124,831,588
139/1640/2013/6a1288d03b17bd.jpg,1,Acura,MDX,139,1640,2013,5,1,43,167,767,511
139/1640/2010/07bc69bb70f13b.jpg,1,Acura,MDX,139,1640,2010,3,1,38,158,855,481
139/1640/2014/dbe4c63489f442.jpg,1,Acura,MDX,139,1640,2014,1,1,285,131,690,555
139/1640/2014/6b1dcaca8b2c39.jpg,1,Acura,MDX,139,1640,2014,5,1,17,157,882,550
139/1640/2014/25a964a4751a4e.jpg,1,Acura,MDX,139,1640,2014,1,1,70,46,842,626
139/1640/2014/ff3ea4c0c7bcde.jpg,1,Acura,MDX,139,1640,2014,4,1,364,206,710,448
139/1640/2011/1bd668237f95e0.jpg,1,Acura,MDX,139,1640,2011,4,1,75,149,847,553
139/1640/2008/67f1cbcf36dd09.jpg,1,Acura,MDX,139,1640,2008,1,1,103,135,795,605
139/1640/2014/373d3e79c5a7ea.jpg,1,Acura,MDX,139,1640,2014,5,1,19,106,907,605
139/1640/2008/93015e037ecffd.jpg,1,Acura,MDX,139,1640,2008,4,1,28,154,845,594
139/1640/2014/2c7124b9814520.jpg,1,Acura,MDX,139,1640,2014,4,1,39,125,763,508
139/1640/2008/2c98ba90025c62.jpg,1,Acura,MDX,139,1640,2008,5,1,63,147,808,606
139/1640/2014/7d25e9ce64a398.jpg,1,Acura,MDX,139,1640,2014,5,1,19,93,892,626
139/1640/2008/3e471076969daa.jpg,1,Acura,MDX,139,1640,2008,5,1,159,9,909,594
139/1640/2014/6cf8670e855dbb.jpg,1,Acura,MDX,139,1640,2014,3,1,34,298,876,614
139/1640/2008/61bcf210e12d15.jpg,1,Acura,MDX,139,1640,2008,5,1,71,83,870,607
139/1640/2008/fe77baa49fec73.jpg,1,Acura,MDX,139,1640,2008,4,1,74,141,830,593
139/1640/2011/ed662b607c84a5.jpg,1,Acura,MDX,139,1640,2011,4,1,87,147,845,533
139/1640/2011/70c1cbc6780253.jpg,1,Acura,MDX,139,1640,2011,4,1,97,67,853,585
139/1640/2010/28a07e1303d19e.jpg,1,Acura,MDX,139,1640,2010,3,1,20,148,898,492
139/1640/2014/e95e3719716ed6.jpg,1,Acura,MDX,139,1640,2014,2,1,132,77,803,592
139/1640/2014/a9f6e97015ff70.jpg,1,Acura,MDX,139,1640,2014,4,1,49,117,761,478
139/1640/2013/00a72028337c71.jpg,1,Acura,MDX,139,1640,2013,2,1,83,27,696,546
139/1640/2013/fbb407a2c1a0c1.jpg,1,Acura,MDX,139,1640,2013,1,1,107,75,700,532
139/1640/2011/53bf7acfa32d76.jpg,1,Acura,MDX,139,1640,2011,3,1,55,204,865,520
139/1640/2014/a6b1145586fb08.jpg,1,Acura,MDX,139,1640,2014,2,1,93,58,804,626
139/1640/2008/ffee344a18a6d8.jpg,1,Acura,MDX,139,1640,2008,3,1,36,218,862,553
139/1640/2011/31a14dd349ab6d.jpg,1,Acura,MDX,139,1640,2011,2,1,137,79,771,613
139/1640/2013/cb33bde9937f31.jpg,1,Acura,MDX,139,1640,2013,4,1,36,188,779,522
139/1640/2014/7d5a20945b004a.jpg,1,Acura,MDX,139,1640,2014,4,1,95,146,709,477
139/1640/2014/361afd13b61177.jpg,1,Acura,MDX,139,1640,2014,5,1,90,205,817,560
139/1640/2014/8b24814488dfab.jpg,1,Acura,MDX,139,1640,2014,3,1,25,246,767,507
139/1640/2014/1fe2c089438e8c.jpg,1,Acura,MDX,139,1640,2014,4,1,93,175,737,509
139/1640/2008/60f6815028e42e.jpg,1,Acura,MDX,139,1640,2008,3,1,15,162,883,519
139/1640/2010/576243923ae07a.jpg,1,Acura,MDX,139,1640,2010,3,1,34,158,884,518
139/1640/2010/b2a729eca9eaa7.jpg,1,Acura,MDX,139,1640,2010,3,1,119,203,858,575
139/1640/2008/adf5f90998b104.jpg,1,Acura,MDX,139,1640,2008,4,1,88,144,813,594
139/1640/2014/aab439664949fa.jpg,1,Acura,MDX,139,1640,2014,4,1,81,181,692,497
139/1640/2014/62436b1ce664b6.jpg,1,Acura,MDX,139,1640,2014,4,1,41,164,873,591
139/1640/2014/8c908cc5d47c9b.jpg,1,Acura,MDX,139,1640,2014,5,1,47,176,756,504
139/1640/2014/4fb04e9a154c06.jpg,1,Acura,MDX,139,1640,2014,2,1,185,141,618,503
139/1640/2008/4fe7dc0caa1504.jpg,1,Acura,MDX,139,1640,2008,4,1,84,147,835,578
139/1640/2008/523d4e883bbebe.jpg,1,Acura,MDX,139,1640,2008,1,1,102,127,747,580
139/1640/2014/822bb27e7a918b.jpg,1,Acura,MDX,139,1640,2014,4,1,14,87,905,626
139/1640/2008/db4ac2352c0d8f.jpg,1,Acura,MDX,139,1640,2008,2,1,155,158,706,590
139/1640/2014/d7e4c6c8501859.jpg,1,Acura,MDX,139,1640,2014,3,1,51,235,751,512
139/1640/2010/3053f53cd9092f.jpg,1,Acura,MDX,139,1640,2010,4,1,49,89,845,589
139/1640/2014/151f3c8eecf8b0.jpg,1,Acura,MDX,139,1640,2014,1,1,318,250,672,519
139/1640/2014/d63046dcab4ca0.jpg,1,Acura,MDX,139,1640,2014,1,1,13,14,892,626
139/1640/2013/470bbff970b4a6.jpg,1,Acura,MDX,139,1640,2013,4,1,27,139,774,504
139/1646/2015/cb04e66fb33885.jpg,2,Acura,NSX,139,1646,2015,3,1,44,212,743,422
139/1646/2012/570080f08f66b8.jpg,2,Acura,NSX,139,1646,2012,2,1,127,135,668,436
139/1646/2012/c2152738cfab07.jpg,2,Acura,NSX,139,1646,2012,4,1,12,88,786,449
139/1646/2012/6fc279226daa6a.jpg,2,Acura,NSX,139,1646,2012,3,1,27,180,754,417
139/1646/2012/ed0ad9e93276bc.jpg,2,Acura,NSX,139,1646,2012,4,1,67,162,707,435
139/1646/2015/7d46aa78648e6b.jpg,2,Acura,NSX,139,1646,2015,5,1,114,200,704,468
139/1646/2012/1abf3a300a5b39.jpg,2,Acura,NSX,139,1646,2012,3,1,9,204,797,449
139/1646/2012/3ae021b4f639c4.jpg,2,Acura,NSX,139,1646,2012,3,1,72,160,728,353
139/1646/2012/b8e3c2900e948b.jpg,2,Acura,NSX,139,1646,2012,4,1,63,139,722,427
139/1646/2012/38432c7c945013.jpg,2,Acura,NSX,139,1646,2012,5,1,91,257,827,597
139/1646/2012/cdc89e583efe62.jpg,2,Acura,NSX,139,1646,2012,3,1,8,253,902,527
139/1646/2016/a22abb3516a7e8.jpg,2,Acura,NSX,139,1646,2016,3,1,43,203,733,410
139/1646/2012/cb7fc2f49edc3b.jpg,2,Acura,NSX,139,1646,2012,2,1,24,30,774,522
139/1646/2015/91a53221cb9413.jpg,2,Acura,NSX,139,1646,2015,4,1,98,151,680,462
139/1646/2016/1425eea6f4815c.jpg,2,Acura,NSX,139,1646,2016,4,1,70,119,727,443
139/1646/2012/393aec9f5c1b04.jpg,2,Acura,NSX,139,1646,2012,2,1,132,135,695,449
139/1646/2012/8726e0f678710a.jpg,2,Acura,NSX,139,1646,2012,5,1,44,92,680,392
139/1646/2016/cec8751b9c16cb.jpg,2,Acura,NSX,139,1646,2016,1,1,143,131,609,513
139/1646/2012/4132960d095a57.jpg,2,Acura,NSX,139,1646,2012,4,1,3,123,637,394
139/1646/2012/737825177c4fd2.jpg,2,Acura,NSX,139,1646,2012,4,1,81,213,735,476
139/1646/2012/e19741a25542d8.jpg,2,Acura,NSX,139,1646,2012,2,1,90,28,668,345
139/1646/2012/ae9997501a5920.jpg,2,Acura,NSX,139,1646,2012,4,1,167,314,569,480
139/1646/2012/2860c72c3830c3.jpg,2,Acura,NSX,139,1646,2012,3,1,49,179,695,427
139/1646/2012/02ed89b33b0314.jpg,2,Acura,NSX,139,1646,2012,1,1,158,184,646,461
139/1646/2012/1cd5b1aab4f817.jpg,2,Acura,NSX,139,1646,2012,1,1,17,56,784,529
139/1646/2012/be530d9066e278.jpg,2,Acura,NSX,139,1646,2012,1,1,9,133,791,504
139/1646/2016/7b2791e1d3e5e9.jpg,2,Acura,NSX,139,1646,2016,5,1,112,201,677,454
139/1646/2012/a5a27f616efef7.jpg,2,Acura,NSX,139,1646,2012,3,1,58,221,733,423
139/1646/2012/6fefef067d42e1.jpg,2,Acura,NSX,139,1646,2012,1,1,59,85,739,468
139/1646/2012/5d1d94cfb24735.jpg,2,Acura,NSX,139,1646,2012,5,1,82,197,684,476
139/1646/2012/45283172e32e7f.jpg,2,Acura,NSX,139,1646,2012,5,1,109,172,691,459
139/1646/2012/d51e8573b4dfc3.jpg,2,Acura,NSX,139,1646,2012,1,1,2,137,798,511
139/1646/2016/a2ebec4c01221a.jpg,2,Acura,NSX,139,1646,2016,1,1,78,90,708,454
139/1646/2016/26811253310ad6.jpg,2,Acura,NSX,139,1646,2016,4,1,96,163,700,405
139/1646/2015/0e06ca8b82aa35.jpg,2,Acura,NSX,139,1646,2015,1,1,70,96,730,477
139/1646/2016/823142b06b1592.jpg,2,Acura,NSX,139,1646,2016,2,1,143,183,642,463
139/1646/2012/f52ae7c433107e.jpg,2,Acura,NSX,139,1646,2012,4,1,197,281,558,435
139/1646/2012/65590f09e3cce2.jpg,2,Acura,NSX,139,1646,2012,5,1,25,127,746,440
139/1646/2012/eb2b5abdd2e3cc.jpg,2,Acura,NSX,139,1646,2012,3,1,77,227,708,411
139/1646/2012/4dac20640e57d2.jpg,2,Acura,NSX,139,1646,2012,5,1,20,89,787,506
139/1646/2012/4a20d7ed341d1c.jpg,2,Acura,NSX,139,1646,2012,4,1,44,160,760,461
139/1646/2012/b3a8161c5568ab.jpg,2,Acura,NSX,139,1646,2012,3,1,75,202,750,429
139/1646/2012/5f23c1522bdfdd.jpg,2,Acura,NSX,139,1646,2012,4,1,119,161,585,412
139/1646/2015/8b6475fa16d406.jpg,2,Acura,NSX,139,1646,2015,-1,1,44,110,761,486
139/1646/2012/d9a94962572a00.jpg,2,Acura,NSX,139,1646,2012,5,1,40,233,876,542
139/1646/2016/a25639e7416a9d.jpg,2,Acura,NSX,139,1646,2016,4,1,117,149,641,430
139/1646/2012/3f8076611f268d.jpg,2,Acura,NSX,139,1646,2012,4,1,21,207,792,512
139/1646/2012/bba871a6cc9c2c.jpg,2,Acura,NSX,139,1646,2012,5,1,75,130,743,464
139/1646/2012/40deafd44f5379.jpg,2,Acura,NSX,139,1646,2012,3,1,31,189,778,419
139/1646/2016/d597ce65bd4e00.jpg,2,Acura,NSX,139,1646,2016,5,1,119,170,684,487
139/1646/2016/0a59e01b2a9735.jpg,2,Acura,NSX,139,1646,2016,1,1,93,40,696,567
139/1646/2012/fe642c875c14eb.jpg,2,Acura,NSX,139,1646,2012,4,1,94,151,714,437
139/1646/2012/c8278e8d1d2a02.jpg,2,Acura,NSX,139,1646,2012,5,1,76,98,723,410
139/1646/2012/6fb7fd00684b91.jpg,2,Acura,NSX,139,1646,2012,5,1,89,212,699,502
139/1646/2012/f04cd0eb0d3bd1.jpg,2,Acura,NSX,139,1646,2012,4,1,36,237,760,519
139/1646/2012/52a49d70e596aa.jpg,2,Acura,NSX,139,1646,2012,1,1,61,57,689,443
139/1646/2016/ba83641484d30a.jpg,2,Acura,NSX,139,1646,2016,3,1,32,178,702,399
139/1646/2012/0c6fb598907856.jpg,2,Acura,NSX,139,1646,2012,4,1,14,165,793,499
139/1646/2012/44f7df1a3b5359.jpg,2,Acura,NSX,139,1646,2012,3,1,42,271,756,494
139/1646/2016/e2d690a283172e.jpg,2,Acura,NSX,139,1646,2016,4,1,114,168,653,415
139/1646/2012/f112fd8a73c376.jpg,2,Acura,NSX,139,1646,2012,5,1,45,160,609,461
139/1646/2012/eccc627bd3ae8e.jpg,2,Acura,NSX,139,1646,2012,4,1,20,54,790,531
139/1646/2012/1f531eaa18c3d8.jpg,2,Acura,NSX,139,1646,2012,3,1,2,112,701,370
139/1646/2012/abfa1405f40175.jpg,2,Acura,NSX,139,1646,2012,4,1,107,157,767,456
139/1646/2012/768fe5e988f16d.jpg,2,Acura,NSX,139,1646,2012,5,1,56,170,745,426
139/1646/2016/6be1a7822fe861.jpg,2,Acura,NSX,139,1646,2016,-1,1,71,100,759,463
139/1646/2012/2c73ca0efd1ee4.jpg,2,Acura,NSX,139,1646,2012,3,1,24,225,776,477
139/1641/2013/b37287e6e13507.jpg,3,Acura,RDX,139,1641,2013,4,1,66,258,815,601
139/1641/2013/7898c44368733b.jpg,3,Acura,RDX,139,1641,2013,4,1,41,195,732,531
139/1641/2013/3e765193eeaf33.jpg,3,Acura,RDX,139,1641,2013,2,1,218,156,822,626
139/1641/2013/3cb4080cd04b6c.jpg,3,Acura,RDX,139,1641,2013,3,1,148,254,699,456
139/1641/2013/ea3724ff854dab.jpg,3,Acura,RDX,139,1641,2013,1,1,163,147,651,518
139/1641/2013/c9382a6a2ae13a.jpg,3,Acura,RDX,139,1641,2013,4,1,104,183,794,526
139/1641/2013/46f645058df574.jpg,3,Acura,RDX,139,1641,2013,4,1,138,164,671,440
139/1641/2013/95a47087d9ea1c.jpg,3,Acura,RDX,139,1641,2013,4,1,69,201,748,489
139/1641/2013/7b5e9c386b8978.jpg,3,Acura,RDX,139,1641,2013,4,1,75,179,731,477
139/1641/2013/f6afe7334fe98a.jpg,3,Acura,RDX,139,1641,2013,3,1,70,224,847,514
139/1641/2013/40c3334baa5011.jpg,3,Acura,RDX,139,1641,2013,2,1,149,217,422,458
139/1641/2013/88c1da050e2773.jpg,3,Acura,RDX,139,1641,2013,5,1,170,245,617,520
139/1641/2013/26a2219eed8e71.jpg,3,Acura,RDX,139,1641,2013,4,1,15,205,784,532
